,_id,ico_phase_ended,ind_coinmarketcap,ind_cryptocompare,ind_cryptowatch,ind_ravneeticoprice,name
1179,5b40605c57c41002aa12de35,1,0,0,0,0,QUASA
772,5b40605c57c41002aa12dc9e,1,0,0,0,0,QYKBAR
1882,5b40605c57c41002aa12e0f4,1,1,1,0,0,Qbao
2079,5b40605c57c41002aa12e1b9,1,0,0,0,0,Qchain
1506,5b40605c57c41002aa12df7c,1,0,0,0,0,Qilin.Market
623,5b40605c57c41002aa12dc09,1,0,0,0,0,Qompass
2616,5b40605d57c41002aa12e3d2,1,1,1,1,0,Qtum
1675,5b40605c57c41002aa12e025,1,0,0,0,0,Quantocoin
2307,5b40605c57c41002aa12e29d,1,0,0,0,0,Quantopia Capital Managers
487,5b40605c57c41002aa12db81,0,0,0,0,0,Quantor
2260,5b40605c57c41002aa12e26e,1,1,1,1,0,Quantstamp
840,5b40605c57c41002aa12dce2,1,0,0,0,0,Quantum Block
1305,5b40605c57c41002aa12deb3,1,0,1,0,0,Quantum1net
114,5b40605c57c41002aa12da0c,1,0,0,0,0,Quarteria
1579,5b40605c57c41002aa12dfc5,1,0,0,0,0,Quasar Coin
2324,5b40605c57c41002aa12e2ae,1,0,0,0,0,QuickBetCoin
2081,5b40605c57c41002aa12e1bb,1,0,0,0,0,Quickly exchange 
1242,5b40605c57c41002aa12de74,1,0,0,0,0,Quixxi 
2156,5b40605c57c41002aa12e206,1,1,1,0,0,Qvolta
1066,5b40605c57c41002aa12ddc4,1,0,0,0,0,Qwiqq
92,5b40605c57c41002aa12d9f6,1,0,0,0,0,RADIO
1986,5b40605c57c41002aa12e15c,1,0,1,0,0,RAFL
1429,5b40605c57c41002aa12df2f,1,0,0,0,0,RAISON
1262,5b40605c57c41002aa12de88,1,0,0,0,0,RANK
1317,5b40605c57c41002aa12debf,1,0,1,0,0,RAVELOUS
62,5b40605c57c41002aa12d9d8,1,0,0,0,0,RAWG
811,5b40605c57c41002aa12dcc5,1,0,0,0,0,RAZOOM
723,5b40605c57c41002aa12dc6d,1,0,1,0,0,RAcoin
2500,5b40605c57c41002aa12e35e,1,1,1,0,0,REAL
1835,5b40605c57c41002aa12e0c5,1,0,1,0,0,REALISTO
2214,5b40605c57c41002aa12e240,1,0,0,0,0,REALT
1898,5b40605c57c41002aa12e104,1,1,1,0,0,REFTOKEN
2130,5b40605c57c41002aa12e1ec,1,0,0,0,0,REGA
2035,5b40605c57c41002aa12e18d,1,0,0,0,0,RELAKES
1840,5b40605c57c41002aa12e0ca,1,1,1,0,0,REMME
1585,5b40605c57c41002aa12dfcb,1,0,0,0,0,RET
1761,5b40605c57c41002aa12e07b,1,0,0,0,0,REVOIL
1632,5b40605c57c41002aa12dffa,1,0,0,0,0,REVV COIN
2369,5b40605c57c41002aa12e2db,1,0,0,0,0,REcoin
2426,5b40605c57c41002aa12e314,1,0,0,0,0,RMC
2381,5b40605c57c41002aa12e2e7,1,0,0,0,0,ROSENBRIDGE DIGITAL
1295,5b40605c57c41002aa12dea9,1,0,0,0,0,RPAY
1004,5b40605c57c41002aa12dd86,1,0,0,0,0,RUCOIN
1444,5b40605c57c41002aa12df3e,1,0,0,0,0,R_Block
381,5b40605c57c41002aa12db17,0,0,0,0,0,RadioYo
344,5b40605c57c41002aa12daf2,0,0,0,0,0,Rados (Saturn Network)
1660,5b40605c57c41002aa12e016,1,0,0,0,0,Raffle Ether
2205,5b40605c57c41002aa12e237,1,0,1,0,0,Raiden Network
491,5b40605c57c41002aa12db85,0,0,0,0,0,Rails IoT Network
209,5b40605c57c41002aa12da6b,1,0,0,0,0,Railz
1083,5b40605c57c41002aa12ddd5,1,0,0,0,0,RapideCoin
976,5b40605c57c41002aa12dd6a,1,0,0,0,0,RareToken
1769,5b40605c57c41002aa12e083,1,0,0,0,0,Rate
1174,5b40605c57c41002aa12de30,1,0,0,0,0,Rate Date
1732,5b40605c57c41002aa12e05e,1,0,0,0,0,ReB Project 
1418,5b40605c57c41002aa12df24,1,0,0,0,0,ReMeChain
1539,5b40605c57c41002aa12df9d,1,0,0,0,0,Real Land
1570,5b40605c57c41002aa12dfbc,1,0,0,0,0,Real Start
1185,5b40605c57c41002aa12de3b,1,0,0,0,0,RealCasino
1307,5b40605c57c41002aa12deb5,1,0,0,0,0,Reales Coin
2417,5b40605c57c41002aa12e30b,1,0,1,0,0,Reality Clash
696,5b40605c57c41002aa12dc52,1,0,0,0,0,Realty Crypto Investment
1765,5b40605c57c41002aa12e07f,1,0,0,0,0,Rebellious
263,5b40605c57c41002aa12daa1,0,0,0,0,0,Rebons
1618,5b40605c57c41002aa12dfec,1,0,0,0,0,Recereum
1776,5b40605c57c41002aa12e08a,1,0,0,0,0,Red Pill Coin
2167,5b40605c57c41002aa12e211,1,0,0,0,0,Red Pulse 
2519,5b40605c57c41002aa12e371,1,0,0,0,0,Red Ticket
408,5b40605c57c41002aa12db32,0,0,0,0,0,RedCab
1719,5b40605c57c41002aa12e051,1,0,0,0,1,Redchain
2152,5b40605c57c41002aa12e202,1,0,0,0,0,Redemption Technologies
1945,5b40605c57c41002aa12e133,1,1,1,0,0,Refereum
2128,5b40605c57c41002aa12e1ea,1,0,0,0,0,Referex
2447,5b40605c57c41002aa12e329,1,1,1,0,0,Regalcoin
343,5b40605c57c41002aa12daf1,0,0,0,0,0,Rego
2391,5b40605c57c41002aa12e2f1,1,0,0,0,0,Relest
2133,5b40605c57c41002aa12e1ef,1,0,0,0,0,Relex 
2050,5b40605c57c41002aa12e19c,1,0,0,0,0,Render Payment
186,5b40605c57c41002aa12da54,1,0,0,0,0,Renegade
1360,5b40605c57c41002aa12deea,1,1,1,1,0,Rentberry
1109,5b40605c57c41002aa12ddef,1,0,0,0,0,Rentything
2072,5b40605c57c41002aa12e1b2,1,0,0,0,0,Reporter 
1300,5b40605c57c41002aa12deae,1,0,1,0,0,RepuX
2316,5b40605c57c41002aa12e2a6,1,1,1,1,0,Request Network
2057,5b40605c57c41002aa12e1a3,1,0,0,0,0,Requitix
1028,5b40605c57c41002aa12dd9e,1,0,0,0,0,Respawn Cyber Club
1630,5b40605c57c41002aa12dff8,1,0,0,0,0,Restart Energy Democracy
1480,5b40605c57c41002aa12df62,1,0,0,0,1,Retainly
2493,5b40605c57c41002aa12e357,1,1,1,1,0,Revain
1335,5b40605c57c41002aa12ded1,1,0,0,0,0,ReviorCoin
1176,5b40605c57c41002aa12de32,1,0,0,0,0,RewardMob
134,5b40605c57c41002aa12da20,1,0,0,0,0,RewardsToken
1325,5b40605c57c41002aa12dec7,1,0,0,0,0,Rexpax
2255,5b40605c57c41002aa12e269,1,0,1,0,0,Rhea
1951,5b40605c57c41002aa12e139,1,0,0,0,0,Rhovit
2334,5b40605c57c41002aa12e2b8,1,0,0,0,0,Rich Coin
1266,5b40605c57c41002aa12de8c,1,0,0,0,0,Ricona
686,5b40605c57c41002aa12dc48,1,0,0,0,0,Riddle casino
173,5b40605c57c41002aa12da47,1,0,0,0,0,RightMesh
2171,5b40605c57c41002aa12e215,1,0,1,0,0,Ripio
2226,5b40605c57c41002aa12e24c,1,0,0,0,0,Ripitide Coin
626,5b40605c57c41002aa12dc0c,1,0,0,0,0,RippleByte
2483,5b40605c57c41002aa12e34d,1,0,0,0,0,Rivetz Corp
1641,5b40605c57c41002aa12e003,1,0,0,0,0,Robin8
436,5b40605c57c41002aa12db4e,0,0,0,0,0,RobinReit
1854,5b40605c57c41002aa12e0d8,1,0,1,0,0,RoboAdvisorCoin
1918,5b40605c57c41002aa12e118,1,0,0,0,0,Robomed Network
1848,5b40605c57c41002aa12e0d2,1,0,0,0,0,Robot Trading
873,5b40605c57c41002aa12dd03,1,0,1,0,0,Robotina
2019,5b40605c57c41002aa12e17d,1,0,1,0,0,Rockchain
1910,5b40605c57c41002aa12e110,1,0,0,0,0,Rocket ICO
586,5b40605c57c41002aa12dbe4,1,0,0,0,0,Root Blockchain
2114,5b40605c57c41002aa12e1dc,1,0,1,0,0,RootProject
399,5b40605c57c41002aa12db29,0,0,0,0,0,Rose Link 
1831,5b40605c57c41002aa12e0c1,1,0,0,0,0,RouTrip
1408,5b40605c57c41002aa12df1a,1,0,0,0,0,Routecoin
2551,5b40605d57c41002aa12e391,1,0,0,0,0,Royal Kingdom Enterprise
23,5b40605c57c41002aa12d9b1,1,0,0,0,0,Rusgas
1760,5b40605c57c41002aa12e07a,1,0,0,0,0,Rutheneum
767,5b40605c57c41002aa12dc99,1,0,0,0,0,RxEAL
1858,5b40605c57c41002aa12e0dc,1,0,0,0,0,SAAVcoin
1759,5b40605c57c41002aa12e079,1,1,0,0,0,SALPay
1679,5b40605c57c41002aa12e029,1,0,0,0,0,SAMFins
2308,5b40605c57c41002aa12e29e,1,0,0,0,0,SAND COIN
137,5b40605c57c41002aa12da23,1,0,0,0,0,SBC Platform
1371,5b40605c57c41002aa12def5,1,0,0,0,0,SCAM 
1508,5b40605c57c41002aa12df7e,1,0,1,0,0,SCORUM
917,5b40605c57c41002aa12dd2f,1,0,0,0,0,SCOUT Token
1411,5b40605c57c41002aa12df1d,1,0,0,0,0,SELF-SELL
2251,5b40605c57c41002aa12e265,1,1,1,0,0,SENSE
1314,5b40605c57c41002aa12debc,1,0,1,0,0,SERENITY
1834,5b40605c57c41002aa12e0c4,1,0,0,0,0,SERMLY
1471,5b40605c57c41002aa12df59,1,1,1,0,0,SETHER
2099,5b40605c57c41002aa12e1cd,1,0,0,0,0,SGA Consulting
1142,5b40605c57c41002aa12de10,1,0,0,0,0,SGPay
562,5b40605c57c41002aa12dbcc,1,0,0,0,0,SHEIKH COIN
1152,5b40605c57c41002aa12de1a,1,0,0,0,0,SHIFT.cash
33,5b40605c57c41002aa12d9bb,1,0,0,0,0,SHOP Protocol
2471,5b40605c57c41002aa12e341,1,0,0,0,0,SIFT
2068,5b40605c57c41002aa12e1ae,1,0,0,0,0,SINTEZ
484,5b40605c57c41002aa12db7e,0,0,0,0,0,SISHUB
600,5b40605c57c41002aa12dbf2,1,0,0,0,0,SIX.network
55,5b40605c57c41002aa12d9d1,1,0,0,0,0,SKYFchain
1089,5b40605c57c41002aa12dddb,1,0,0,0,0,SLT
2016,5b40605c57c41002aa12e17a,1,0,0,0,0,SMART MIRROR
943,5b40605c57c41002aa12dd49,1,0,0,0,0,SMRT Startup
2071,5b40605c57c41002aa12e1b1,1,0,0,0,0,SMSCHAIN
1263,5b40605c57c41002aa12de89,1,0,0,0,0,SOFIN
823,5b40605c57c41002aa12dcd1,1,0,0,0,0,SONDER
936,5b40605c57c41002aa12dd42,1,0,0,0,0,SOOLOOX
2526,5b40605c57c41002aa12e378,1,0,1,0,0,SOSNOVKINO
2,5b40605c57c41002aa12d99c,1,0,0,0,0,SOSR
2254,5b40605c57c41002aa12e268,1,0,0,0,0,SPARC
2313,5b40605c57c41002aa12e2a3,1,0,0,0,0,SPARTA
742,5b40605c57c41002aa12dc80,1,1,1,0,0,SPINDLE
1645,5b40605c57c41002aa12e007,1,0,0,0,0,SPOTme Coin
94,5b40605c57c41002aa12d9f8,1,0,0,0,0,SPRINTO
1773,5b40605c57c41002aa12e087,1,0,0,0,0,SPiCE 
1567,5b40605c57c41002aa12dfb9,1,1,0,0,0,SRCoin
2185,5b40605c57c41002aa12e223,1,0,0,0,0,SRG
2393,5b40605c57c41002aa12e2f3,1,0,0,0,0,STABLE
1955,5b40605c57c41002aa12e13d,1,0,0,0,0,STASH
210,5b40605c57c41002aa12da6c,1,0,0,0,0,STAY VILLA AND HOTEL
1494,5b40605c57c41002aa12df70,1,0,1,0,0,STK Token
2512,5b40605c57c41002aa12e36a,1,1,1,0,0,STeX
848,5b40605c57c41002aa12dcea,1,0,0,0,0,SWX Coin
229,5b40605c57c41002aa12da7f,1,0,0,0,0,SaTT
933,5b40605c57c41002aa12dd3f,1,0,0,0,0,Saascoin
2132,5b40605c57c41002aa12e1ee,1,0,0,0,0,Safe Child Future
1394,5b40605c57c41002aa12df0c,1,0,0,0,0,SafeKeet
1072,5b40605c57c41002aa12ddca,1,0,1,0,0,Safinus
1804,5b40605c57c41002aa12e0a6,1,0,0,0,0,SaharaChain
852,5b40605c57c41002aa12dcee,1,0,1,0,0,Saifu
1750,5b40605c57c41002aa12e070,1,0,0,0,0,SalesHustler
1844,5b40605c57c41002aa12e0ce,1,0,0,0,0,SaltCoin
1019,5b40605c57c41002aa12dd95,1,0,0,0,0,Samy Token
1330,5b40605c57c41002aa12decc,1,0,0,0,0,Sandblock
2049,5b40605c57c41002aa12e19b,1,0,0,0,0,Santa Token
2577,5b40605d57c41002aa12e3ab,1,0,1,0,0,Santiment
1067,5b40605c57c41002aa12ddc5,1,0,0,0,0,Sapien
1125,5b40605c57c41002aa12ddff,1,0,0,0,1,SapphireCoin
2022,5b40605c57c41002aa12e180,1,0,0,0,0,Saske
98,5b40605c57c41002aa12d9fc,1,0,0,0,0,Save Environment Token
659,5b40605c57c41002aa12dc2d,1,0,0,0,0,SaveToken
1296,5b40605c57c41002aa12deaa,1,0,0,0,0,Savior Investments
1614,5b40605c57c41002aa12dfe8,1,0,0,0,0,Scam Connect
1532,5b40605c57c41002aa12df96,1,0,0,0,0,SciCom
2194,5b40605c57c41002aa12e22c,1,0,0,0,0,Science Blockchain
1286,5b40605c57c41002aa12dea0,1,0,0,0,0,Scrinium
2376,5b40605c57c41002aa12e2e2,1,0,1,0,0,Scrypto
1274,5b40605c57c41002aa12de94,1,0,0,0,0,Seal Network
1222,5b40605c57c41002aa12de60,1,0,0,0,0,Secret God
2279,5b40605c57c41002aa12e281,1,0,0,0,0,Secure Identity Ledger
1595,5b40605c57c41002aa12dfd5,1,0,0,0,0,SecurityPlusCloud
2041,5b40605c57c41002aa12e193,1,0,0,0,0,Seeds
2007,5b40605c57c41002aa12e171,1,0,0,0,0,SelfPay
520,5b40605c57c41002aa12dba2,0,0,0,0,0,Send
611,5b40605c57c41002aa12dbfd,1,0,0,0,0,Senno
1158,5b40605c57c41002aa12de20,1,1,1,0,0,Sentinel Chain
9,5b40605c57c41002aa12d9a3,1,0,1,0,0,Sentinel Protocol
2247,5b40605c57c41002aa12e261,1,0,0,0,0,Seratio Platform
1088,5b40605c57c41002aa12ddda,1,0,0,0,0,Servus
1002,5b40605c57c41002aa12dd84,1,0,0,0,0,Sexolete
956,5b40605c57c41002aa12dd56,1,0,0,0,0,Seylan
2510,5b40605c57c41002aa12e368,1,0,0,0,0,Shadow Tokens
925,5b40605c57c41002aa12dd37,1,0,0,0,0,Shard
1199,5b40605c57c41002aa12de49,1,0,0,0,0,Sharder Protocol
425,5b40605c57c41002aa12db43,0,0,0,0,0,ShareLock
1599,5b40605c57c41002aa12dfd9,1,0,0,0,0,Shareel 
1092,5b40605c57c41002aa12ddde,1,0,0,0,0,Sharpay
1533,5b40605c57c41002aa12df97,1,0,1,0,0,Sharpe Capital
266,5b40605c57c41002aa12daa4,0,0,0,0,0,Shefo
479,5b40605c57c41002aa12db79,0,0,0,0,0,Shipit
792,5b40605c57c41002aa12dcb2,1,0,0,0,0,Shipowner
1347,5b40605c57c41002aa12dedd,1,0,0,0,0,Shivers
146,5b40605c57c41002aa12da2c,1,0,0,0,0,ShoCoin
393,5b40605c57c41002aa12db23,0,0,0,0,0,Shopiblock
839,5b40605c57c41002aa12dce1,1,0,0,0,0,Shopin
1197,5b40605c57c41002aa12de47,1,0,0,0,0,Shping Token Sale
1987,5b40605c57c41002aa12e15d,1,0,0,0,0,SiGame
1184,5b40605c57c41002aa12de3a,1,0,0,0,0,Signals
2033,5b40605c57c41002aa12e18b,1,0,0,0,0,Silberpfeil
1025,5b40605c57c41002aa12dd9b,1,0,0,0,0,SilentNotary
192,5b40605c57c41002aa12da5a,1,0,0,0,0,SilkChain
971,5b40605c57c41002aa12dd65,1,0,0,0,0,SilverBit
2583,5b40605d57c41002aa12e3b1,1,0,0,0,0,SilverCoin
1304,5b40605c57c41002aa12deb2,1,0,0,0,0,Simdaq 
2094,5b40605c57c41002aa12e1c8,1,0,1,0,0,Simple Token
1748,5b40605c57c41002aa12e06e,1,0,0,0,0,Sine
1046,5b40605c57c41002aa12ddb0,1,0,0,0,0,Sintec
2350,5b40605c57c41002aa12e2c8,1,0,0,0,0,Siousada 
1377,5b40605c57c41002aa12defb,1,0,0,0,0,Sisu
1425,5b40605c57c41002aa12df2b,1,0,0,0,0,Skara 
2568,5b40605d57c41002aa12e3a2,1,1,1,0,0,SkinCoin
1230,5b40605c57c41002aa12de68,1,0,0,0,0,Skraps
786,5b40605c57c41002aa12dcac,1,1,1,0,0,Skrumble Network
2553,5b40605d57c41002aa12e393,0,0,0,0,0,SkyWay
1957,5b40605c57c41002aa12e13f,1,0,0,0,0,Skytale
80,5b40605c57c41002aa12d9ea,1,0,1,0,0,Slate
1616,5b40605c57c41002aa12dfea,1,0,0,0,0,Slidea
2165,5b40605c57c41002aa12e20f,1,0,0,0,0,Slot
2501,5b40605c57c41002aa12e35f,1,0,0,0,0,Slot N Slot
1500,5b40605c57c41002aa12df76,1,0,0,0,0,Slyce Realtime Reality Platform
384,5b40605c57c41002aa12db1a,0,0,0,0,0,Smart City Eco
580,5b40605c57c41002aa12dbde,1,0,0,0,0,Smart Containers
774,5b40605c57c41002aa12dca0,1,0,0,0,0,Smart Lottery
1655,5b40605c57c41002aa12e011,1,0,0,0,0,Smart Node Project
429,5b40605c57c41002aa12db47,0,0,0,0,0,Smart Signals
320,5b40605c57c41002aa12dada,0,0,0,0,0,Smart Trip Platform
833,5b40605c57c41002aa12dcdb,1,0,0,0,0,Smart Valley
2252,5b40605c57c41002aa12e266,1,0,1,0,0,SmartBillions
1105,5b40605c57c41002aa12ddeb,1,0,0,0,0,SmartCity
985,5b40605c57c41002aa12dd73,1,0,0,0,0,SmartGenie.io
1421,5b40605c57c41002aa12df27,1,0,0,0,0,SmartGold
1278,5b40605c57c41002aa12de98,1,0,0,0,0,SmartHealthcareToday
1958,5b40605c57c41002aa12e140,1,0,0,0,0,SmartHoldem
793,5b40605c57c41002aa12dcb3,1,0,0,0,0,SmartO
2151,5b40605c57c41002aa12e201,1,0,0,0,0,SmartOne
2089,5b40605c57c41002aa12e1c3,1,0,0,0,0,SmartProgress
2478,5b40605c57c41002aa12e348,1,0,0,0,0,SmartRE
6,5b40605c57c41002aa12d9a0,1,0,0,0,0,Smarter Than Crypto (ICO)
2353,5b40605c57c41002aa12e2cb,1,1,0,0,0,Smartlands
1186,5b40605c57c41002aa12de3c,1,0,0,0,0,Smartoken
2149,5b40605c57c41002aa12e1ff,1,0,0,0,0,Smoke Exchange
1269,5b40605c57c41002aa12de8f,1,0,0,0,0,SnagRide
1723,5b40605c57c41002aa12e055,1,0,0,0,0,SnapCity
2058,5b40605c57c41002aa12e1a4,1,1,1,0,0,Snovio
2476,5b40605c57c41002aa12e346,1,0,0,0,0,Social
497,5b40605c57c41002aa12db8b,0,0,0,0,0,SocialGood
1243,5b40605c57c41002aa12de75,1,0,0,0,0,SocialMedia.Market
2213,5b40605c57c41002aa12e23f,1,0,0,0,0,Soferox
1861,5b40605c57c41002aa12e0df,1,0,0,0,0,Sola 
2509,5b40605c57c41002aa12e367,1,0,1,0,0,Solar DAO
1653,5b40605c57c41002aa12e00f,1,0,0,0,0,Solareum 
2430,5b40605c57c41002aa12e318,1,0,0,0,0,Solomon Exchange
2269,5b40605c57c41002aa12e277,1,0,0,0,0,Solve.Care 
2271,5b40605c57c41002aa12e279,1,1,1,0,0,Soma
2591,5b40605d57c41002aa12e3b9,1,1,1,1,0,Sonm
1930,5b40605c57c41002aa12e124,1,1,1,0,0,SophiaTX
1724,5b40605c57c41002aa12e056,1,0,0,0,0,Sorbase
1290,5b40605c57c41002aa12dea4,1,0,1,0,0,Sp8de
1779,5b40605c57c41002aa12e08d,1,0,0,0,0,SpaceICO
1842,5b40605c57c41002aa12e0cc,1,0,0,0,0,Spacoin
2096,5b40605c57c41002aa12e1ca,1,1,1,0,0,SpankChain
775,5b40605c57c41002aa12dca1,1,0,0,0,0,SparesHub
1868,5b40605c57c41002aa12e0e6,1,0,0,0,0,Sparklecoin
1777,5b40605c57c41002aa12e08b,1,1,0,0,0,Spectiv
1965,5b40605c57c41002aa12e147,1,0,1,0,0,Spectre
1562,5b40605c57c41002aa12dfb4,1,0,0,0,0,Speed Mining Service
1038,5b40605c57c41002aa12dda8,1,0,0,0,0,Sphere Social
2425,5b40605c57c41002aa12e313,1,0,0,0,0,Spheris
1887,5b40605c57c41002aa12e0f9,1,0,0,0,0,Sportience
1980,5b40605c57c41002aa12e156,1,0,1,0,0,SportyFi
1049,5b40605c57c41002aa12ddb3,1,0,0,0,0,SpotLight
570,5b40605c57c41002aa12dbd4,1,0,0,0,0,Spotcoin
1739,5b40605c57c41002aa12e065,1,0,0,0,0,Spotree
295,5b40605c57c41002aa12dac1,0,0,0,0,0,Spring Role
75,5b40605c57c41002aa12d9e5,1,0,0,0,0,SprintX
2196,5b40605c57c41002aa12e22e,1,0,1,0,0,SqPay
5,5b40605c57c41002aa12d99f,1,0,0,0,0,Squader Token Sale
2192,5b40605c57c41002aa12e22a,1,0,0,0,0,Stake.com
1596,5b40605c57c41002aa12dfd6,1,0,0,0,0,Stampify
1059,5b40605c57c41002aa12ddbd,1,0,0,0,0,Stamps
1232,5b40605c57c41002aa12de6a,1,0,0,0,0,Staps 
2274,5b40605c57c41002aa12e27c,1,0,0,0,0,StarCoin ICO
2525,5b40605c57c41002aa12e377,0,0,0,0,0,StarWarsCoin
2338,5b40605c57c41002aa12e2bc,1,1,1,0,0,Starbase
1058,5b40605c57c41002aa12ddbc,1,0,0,0,0,Starflow
1954,5b40605c57c41002aa12e13c,1,0,0,0,0,Stars Group
2557,5b40605d57c41002aa12e397,1,1,1,0,0,Starta
1731,5b40605c57c41002aa12e05d,1,0,0,0,0,Startima 
753,5b40605c57c41002aa12dc8b,1,0,0,0,0,Startions
2146,5b40605c57c41002aa12e1fc,1,0,0,0,0,Stater 
1745,5b40605c57c41002aa12e06b,1,0,0,0,0,StayAllied
2031,5b40605c57c41002aa12e189,1,0,0,0,0,Stayawhile 
602,5b40605c57c41002aa12dbf4,1,0,0,0,0,Stitched
1557,5b40605c57c41002aa12dfaf,1,0,1,0,0,StockBet
1316,5b40605c57c41002aa12debe,1,0,0,0,0,Stockchain Global
184,5b40605c57c41002aa12da52,1,0,0,0,0,Stocks.bet
1941,5b40605c57c41002aa12e12f,1,0,0,0,0,Stokit
303,5b40605c57c41002aa12dac9,0,0,0,0,0,StoneToken
1435,5b40605c57c41002aa12df35,1,0,0,0,0,StopTheFakes (Pre-ICO)
1814,5b40605c57c41002aa12e0b0,1,1,0,1,0,Storiqa
2601,5b40605d57c41002aa12e3c3,1,1,1,1,0,Storj
2104,5b40605c57c41002aa12e1d2,1,1,1,1,0,Storm
598,5b40605c57c41002aa12dbf0,1,0,0,0,0,Storweey
2540,5b40605c57c41002aa12e386,1,1,1,1,0,Stox
395,5b40605c57c41002aa12db25,0,0,0,0,0,Stoxum
2103,5b40605c57c41002aa12e1d1,1,0,1,0,0,StreamSpace
891,5b40605c57c41002aa12dd15,1,0,0,0,0,Streamity
2275,5b40605c57c41002aa12e27d,1,0,0,0,0,Streamr 
2484,5b40605c57c41002aa12e34e,1,0,0,0,0,StuffGoGo
1792,5b40605c57c41002aa12e09a,1,0,0,0,0,Styras 
1101,5b40605c57c41002aa12dde7,1,0,0,0,0,Sudan Gold Coin
2363,5b40605c57c41002aa12e2d5,1,0,0,0,0,Sun Multiwallet
2561,5b40605d57c41002aa12e39b,1,1,1,1,0,SunContract
991,5b40605c57c41002aa12dd79,1,0,0,0,0,SunMoney
2312,5b40605c57c41002aa12e2a2,1,0,0,0,0,Sunlight Coin
836,5b40605c57c41002aa12dcde,1,0,0,0,0,SuperPay
863,5b40605c57c41002aa12dcf9,1,0,0,0,0,Superethereum
1512,5b40605c57c41002aa12df82,1,1,0,0,0,SureRemit
2552,5b40605d57c41002aa12e392,1,1,1,0,0,Suretly
375,5b40605c57c41002aa12db11,0,0,0,0,0,SurruS
526,5b40605c57c41002aa12dba8,1,0,0,0,0,Surveychain
961,5b40605c57c41002aa12dd5b,1,0,0,0,0,Swapy Network
2266,5b40605c57c41002aa12e274,1,0,1,0,0,Swarm Fund
2054,5b40605c57c41002aa12e1a0,1,0,0,0,0,Swarm Market
569,5b40605c57c41002aa12dbd3,1,0,0,0,0,SwiftDex
2618,5b40605d57c41002aa12e3d4,1,0,0,0,0,SwishCoin
1708,5b40605c57c41002aa12e046,1,1,1,1,0,SwissBorg
1881,5b40605c57c41002aa12e0f3,1,0,0,0,0,Swisstok
396,5b40605c57c41002aa12db26,0,0,0,0,0,Switcoin
1598,5b40605c57c41002aa12dfd8,1,0,0,0,0,Symmetry Fund
39,5b40605c57c41002aa12d9c1,1,0,0,0,0,Synapse
2100,5b40605c57c41002aa12e1ce,1,0,0,0,0,Synapse Marketplace
1264,5b40605c57c41002aa12de8a,1,1,1,0,0,SyncFab
2302,5b40605c57c41002aa12e298,1,0,0,0,0,SynchroLife 
21,5b40605c57c41002aa12d9af,1,0,0,0,0,Synth
1346,5b40605c57c41002aa12dedc,1,0,0,0,0,Synthestech
1661,5b40605c57c41002aa12e017,1,0,0,0,0,Synthium Health
2410,5b40605c57c41002aa12e304,1,0,0,0,0,Synthorn
1455,5b40605c57c41002aa12df49,1,0,0,0,0,Sсam ICO Killer
610,5b40605c57c41002aa12dbfc,1,0,0,0,0,TAITOSS
2515,5b40605c57c41002aa12e36d,1,1,0,0,0,TARGET COIN
1472,5b40605c57c41002aa12df5a,1,1,1,0,0,TE-FOOD
539,5b40605c57c41002aa12dbb5,1,0,0,0,0,TECHSPECS
1691,5b40605c57c41002aa12e035,1,0,0,0,0,TEKY
1461,5b40605c57c41002aa12df4f,1,0,0,0,0,TEND
1053,5b40605c57c41002aa12ddb7,1,0,0,0,0,TEOCoin 
1241,5b40605c57c41002aa12de73,1,0,0,0,0,THEFANDOME
1056,5b40605c57c41002aa12ddba,1,0,0,0,0,THRIVE
721,5b40605c57c41002aa12dc6b,1,0,0,0,0,TILX 
249,5b40605c57c41002aa12da93,0,0,0,0,0,TIM
1503,5b40605c57c41002aa12df79,1,1,1,0,0,TOKENOMY
1249,5b40605c57c41002aa12de7b,1,1,0,0,0,TOKIA
242,5b40605c57c41002aa12da8c,1,0,0,0,0,TOKPIE
2284,5b40605c57c41002aa12e286,1,0,0,0,0,TOP
1182,5b40605c57c41002aa12de38,1,0,0,0,0,TOP.ONE 
1628,5b40605c57c41002aa12dff6,1,0,0,0,0,TOR-Q-ALL
1136,5b40605c57c41002aa12de0a,1,0,0,0,0,TORUS
2491,5b40605c57c41002aa12e355,1,0,0,0,0,TRANSMISSION
238,5b40605c57c41002aa12da88,1,0,0,0,0,TRIPBIT
1581,5b40605c57c41002aa12dfc7,1,0,0,0,0,TRIUMLAND
1922,5b40605c57c41002aa12e11c,1,0,0,0,0,TRP Token
711,5b40605c57c41002aa12dc61,1,0,0,0,0,TTC Protocol (ICO)
670,5b40605c57c41002aa12dc38,1,0,0,0,0,TV-TWO
2608,5b40605d57c41002aa12e3ca,1,1,0,1,0,TaaS
1150,5b40605c57c41002aa12de18,1,0,0,0,0,Tag World Exchange
523,5b40605c57c41002aa12dba5,1,0,0,0,0,Taklimakan Network
886,5b40605c57c41002aa12dd10,1,0,0,0,0,Talent
1051,5b40605c57c41002aa12ddb5,1,0,0,0,0,Talenter
402,5b40605c57c41002aa12db2c,0,0,0,0,0,Talenthon
1572,5b40605c57c41002aa12dfbe,1,0,0,0,0,Tangle Coins
842,5b40605c57c41002aa12dce4,1,0,0,0,0,Tawarruq Token
2085,5b40605c57c41002aa12e1bf,1,0,0,0,0,TechBench
