,_id,ico_phase_ended,ind_coinmarketcap,ind_cryptocompare,ind_cryptowatch,ind_ravneeticoprice,name
133,5b40605c57c41002aa12da1f,1,0,0,0,0,GDPR Cash
1449,5b40605c57c41002aa12df43,1,0,0,0,0,GENUN
955,5b40605c57c41002aa12dd55,1,0,0,0,0,GHM
28,5b40605c57c41002aa12d9b6,1,0,0,0,0,GIFCOIN
1427,5b40605c57c41002aa12df2d,1,0,0,0,0,GIFTZ
470,5b40605c57c41002aa12db70,0,0,0,0,0,GINEX
905,5b40605c57c41002aa12dd23,1,0,0,0,0,GISC LoanCoin Network 
469,5b40605c57c41002aa12db6f,0,0,0,0,0,GLEDOS
1156,5b40605c57c41002aa12de1e,1,0,0,0,0,GLUON
2073,5b40605c57c41002aa12e1b3,1,0,0,0,0,GMP PROJECT
1343,5b40605c57c41002aa12ded9,1,0,0,0,0,GMT project
1383,5b40605c57c41002aa12df01,1,0,0,0,0,GN Compass
2610,5b40605d57c41002aa12e3cc,1,1,1,1,0,GNOSIS
634,5b40605c57c41002aa12dc14,1,0,0,0,0,GO CUBO LODGE CLUB
2444,5b40605c57c41002aa12e326,1,0,0,0,0,GODZILLION
599,5b40605c57c41002aa12dbf1,1,0,0,0,1,GODcoin
1076,5b40605c57c41002aa12ddce,1,0,1,0,0,GOLDEA
472,5b40605c57c41002aa12db72,0,0,0,0,0,GOLDMA
477,5b40605c57c41002aa12db77,0,0,0,0,0,GOODWORK
222,5b40605c57c41002aa12da78,1,0,0,0,0,GOeureka
1649,5b40605c57c41002aa12e00b,1,0,0,0,0,GPCC
1583,5b40605c57c41002aa12dfc9,1,0,0,0,0,GRIDNet
403,5b40605c57c41002aa12db2d,0,0,0,0,0,GTurbo
1387,5b40605c57c41002aa12df05,1,0,0,0,0,GUIDE COIN
1912,5b40605c57c41002aa12e112,1,0,0,0,0,GUTS Tickets
285,5b40605c57c41002aa12dab7,0,0,0,0,0,Gagapay Network
799,5b40605c57c41002aa12dcb9,1,0,0,0,0,Gainmers
2258,5b40605c57c41002aa12e26c,1,0,0,0,0,Galactikka
593,5b40605c57c41002aa12dbeb,1,0,0,0,0,Galaxis
1324,5b40605c57c41002aa12dec6,1,0,0,0,0,Galaxy eSoultions 
197,5b40605c57c41002aa12da5f,1,0,0,0,0,Galleon Quest
560,5b40605c57c41002aa12dbca,1,0,0,0,0,Gamblica
1590,5b40605c57c41002aa12dfd0,1,0,0,0,0,Game Machine
234,5b40605c57c41002aa12da84,1,0,0,0,0,Game Stars
2418,5b40605c57c41002aa12e30c,1,0,0,0,0,GameCoin
1721,5b40605c57c41002aa12e053,1,0,0,0,0,GameTester
1611,5b40605c57c41002aa12dfe5,1,0,1,0,0,GameX
1800,5b40605c57c41002aa12e0a2,1,0,1,0,0,Gameflip
333,5b40605c57c41002aa12dae7,0,0,0,0,0,Gamico
377,5b40605c57c41002aa12db13,0,0,0,0,0,Gastery
1996,5b40605c57c41002aa12e166,1,0,0,0,0,Gaze Coin
205,5b40605c57c41002aa12da67,1,0,0,0,0,GeBe Coin
1985,5b40605c57c41002aa12e15b,1,0,0,0,0,Geens NPO
1432,5b40605c57c41002aa12df32,1,0,0,0,0,Gelios.io
1899,5b40605c57c41002aa12e105,1,0,0,0,0,Genaro
1238,5b40605c57c41002aa12de70,1,0,0,0,0,Gene Blockchain
13,5b40605c57c41002aa12d9a7,1,0,0,0,0,Genesis
2012,5b40605c57c41002aa12e176,1,0,0,0,0,Genesis 
2139,5b40605c57c41002aa12e1f5,1,0,0,0,0,Genesis Vision  
1420,5b40605c57c41002aa12df26,1,0,0,0,0,Geneviève VC
1364,5b40605c57c41002aa12deee,1,0,0,0,0,Genie ICO
571,5b40605c57c41002aa12dbd5,1,0,0,0,0,GeoManna (Pre-ICO)
1959,5b40605c57c41002aa12e141,1,0,0,0,0,Get Wala
1716,5b40605c57c41002aa12e04e,1,0,0,0,0,GexCrypto
1353,5b40605c57c41002aa12dee3,1,0,0,0,0,Giftcoin 
1879,5b40605c57c41002aa12e0f1,1,0,0,0,0,Giga Giving
2570,5b40605d57c41002aa12e3a4,1,0,1,0,0,Gilgam
1588,5b40605c57c41002aa12dfce,1,0,1,0,0,Gimmer
1796,5b40605c57c41002aa12e09e,1,0,0,0,0,Gingercoin
724,5b40605c57c41002aa12dc6e,1,0,0,0,0,GixelyCoin
1523,5b40605c57c41002aa12df8d,1,0,0,0,0,Giza Device
1778,5b40605c57c41002aa12e08c,1,0,0,0,0,Gizer
620,5b40605c57c41002aa12dc06,1,0,0,0,0,GladAge
2435,5b40605c57c41002aa12e31d,1,0,0,0,0,Global Academy Place
2059,5b40605c57c41002aa12e1a5,1,0,0,0,0,Global Business System
2038,5b40605c57c41002aa12e190,1,0,0,0,0,Global Crypto Bank
1337,5b40605c57c41002aa12ded3,1,0,0,0,0,Global ICO Fund
127,5b40605c57c41002aa12da19,1,0,0,0,0,Global Pay Net
1108,5b40605c57c41002aa12ddee,1,0,0,0,0,Global Protected Crypto Copyright
1005,5b40605c57c41002aa12dd87,1,0,0,0,0,Global Spy
274,5b40605c57c41002aa12daac,0,0,0,0,0,Global Survey
797,5b40605c57c41002aa12dcb7,1,0,0,0,0,Globatalent
2046,5b40605c57c41002aa12e198,1,0,0,0,0,GlobeTrotter
1374,5b40605c57c41002aa12def8,1,0,0,0,0,Globo
2125,5b40605c57c41002aa12e1e7,1,0,0,0,0,Globus
993,5b40605c57c41002aa12dd7b,1,1,1,0,0,GoChain
922,5b40605c57c41002aa12dd34,1,0,0,0,0,GoHelpFund
1794,5b40605c57c41002aa12e09c,1,1,0,0,0,GoNetwork
1905,5b40605c57c41002aa12e10b,1,0,1,0,0,Goal Bonanza
669,5b40605c57c41002aa12dc37,1,0,0,0,0,Gold Bits Coin
1027,5b40605c57c41002aa12dd9d,1,0,0,0,0,Gold Byte Coin
2368,5b40605c57c41002aa12e2da,1,0,0,0,0,Gold Mine
1672,5b40605c57c41002aa12e022,1,0,0,0,0,GoldMineCoin
1821,5b40605c57c41002aa12e0b7,1,0,0,0,0,Golden Alliance
1048,5b40605c57c41002aa12ddb2,1,0,0,0,0,Golden Currency
2399,5b40605c57c41002aa12e2f9,1,0,0,0,0,Golden Fleece
710,5b40605c57c41002aa12dc60,1,0,0,0,0,Goldiam
2301,5b40605c57c41002aa12e297,1,1,1,0,1,Goldmint
2634,5b40605d57c41002aa12e3e4,1,1,0,1,0,Golem
2627,5b40605d57c41002aa12e3dd,1,1,1,0,0,Golos
481,5b40605c57c41002aa12db7b,0,0,0,0,0,Goodwill 
305,5b40605c57c41002aa12dacb,0,0,0,0,0,Grab a Meal
1452,5b40605c57c41002aa12df46,1,0,1,0,0,Graft Blockchain
1154,5b40605c57c41002aa12de1c,1,0,0,0,0,Grain
847,5b40605c57c41002aa12dce9,1,0,0,0,0,GramGold
2221,5b40605c57c41002aa12e247,1,0,0,0,0,Grant Hero
657,5b40605c57c41002aa12dc2b,1,0,1,0,0,GraphGrail Ai
1702,5b40605c57c41002aa12e040,1,0,0,0,0,Graphene Power 
608,5b40605c57c41002aa12dbfa,1,0,0,0,0,Graz
241,5b40605c57c41002aa12da8b,1,0,0,0,0,Green Power Exchange
363,5b40605c57c41002aa12db05,0,0,1,0,0,GreenX
182,5b40605c57c41002aa12da50,1,0,0,0,0,Greeneum Network ICO
123,5b40605c57c41002aa12da15,1,0,0,0,0,Greenish Coin
2168,5b40605c57c41002aa12e212,1,0,0,0,0,Grid+ 
548,5b40605c57c41002aa12dbbe,1,0,0,0,0,GrocerCoin
904,5b40605c57c41002aa12dd22,1,0,1,0,0,Gron Digital
701,5b40605c57c41002aa12dc57,1,0,0,0,0,Grow & Mine
1806,5b40605c57c41002aa12e0a8,1,0,0,0,0,GuideCTF
1323,5b40605c57c41002aa12dec5,1,0,0,0,0,GymCoin
2025,5b40605c57c41002aa12e183,1,1,1,0,0,HACKEN
2148,5b40605c57c41002aa12e1fe,1,0,0,0,0,HARBOR
2225,5b40605c57c41002aa12e24b,1,0,0,0,0,HAZZA
953,5b40605c57c41002aa12dd53,1,0,0,0,0,HDCoin
628,5b40605c57c41002aa12dc0e,1,0,0,0,0,HDXchange
152,5b40605c57c41002aa12da32,1,0,0,0,0,HELP token
2344,5b40605c57c41002aa12e2c2,1,1,0,0,0,HERO
824,5b40605c57c41002aa12dcd2,1,0,0,0,0,HERO.org
211,5b40605c57c41002aa12da6d,1,0,0,0,0,HEROIC
47,5b40605c57c41002aa12d9c9,1,0,0,0,0,HIGHER
1907,5b40605c57c41002aa12e10d,1,0,0,0,0,HIPE
903,5b40605c57c41002aa12dd21,1,0,0,0,0,HIU Token
603,5b40605c57c41002aa12dbf5,1,0,1,0,0,HOLD
1934,5b40605c57c41002aa12e128,1,0,0,0,0,HOLDME
1363,5b40605c57c41002aa12deed,1,1,1,0,0,HOQU
1009,5b40605c57c41002aa12dd8b,1,0,0,0,0,HPlus
518,5b40605c57c41002aa12dba0,0,0,0,0,0,HUMENA
2502,5b40605c57c41002aa12e360,1,0,0,0,0,HUNT.BET
1629,5b40605c57c41002aa12dff7,1,1,1,0,0,HUSH
763,5b40605c57c41002aa12dc95,1,0,0,0,0,HYCON
304,5b40605c57c41002aa12daca,0,0,0,0,0,Habibi Coin
2464,5b40605c57c41002aa12e33a,1,0,1,0,0,Hackspace Capital
1791,5b40605c57c41002aa12e099,1,0,0,0,0,Hada DBank
1210,5b40605c57c41002aa12de54,1,0,0,0,0,Halykcoin
1833,5b40605c57c41002aa12e0c3,1,0,0,0,0,Hamilton sport village
963,5b40605c57c41002aa12dd5d,1,0,0,0,0,Hamster Marketplace
1143,5b40605c57c41002aa12de11,1,0,1,0,0,Handelion
716,5b40605c57c41002aa12dc66,1,0,0,0,0,HappyTown
2303,5b40605c57c41002aa12e299,1,0,0,0,0,Hash Rush
837,5b40605c57c41002aa12dcdf,1,0,1,0,0,HashGains
1889,5b40605c57c41002aa12e0fb,1,0,0,0,0,HashHive
85,5b40605c57c41002aa12d9ef,1,0,0,0,0,Hashrental
1846,5b40605c57c41002aa12e0d0,1,0,0,0,0,Hastiv
912,5b40605c57c41002aa12dd2a,1,0,0,0,0,Hatch Crypto
35,5b40605c57c41002aa12d9bd,1,0,0,0,0,Hazeian
1864,5b40605c57c41002aa12e0e2,1,0,0,0,0,Hdac
2371,5b40605c57c41002aa12e2dd,1,0,0,0,0,HealPoint.io
1594,5b40605c57c41002aa12dfd4,1,0,0,0,0,Health Monitor
1206,5b40605c57c41002aa12de50,1,0,0,0,0,Health Nexus
1344,5b40605c57c41002aa12deda,1,0,0,0,0,Health Wizz 
1766,5b40605c57c41002aa12e080,1,0,0,0,0,HealthHeart
1090,5b40605c57c41002aa12dddc,1,0,1,0,0,Healthureum
1609,5b40605c57c41002aa12dfe3,1,0,0,0,0,Heardbeats
176,5b40605c57c41002aa12da4a,1,0,0,0,0,HeartBout
1866,5b40605c57c41002aa12e0e4,1,0,0,0,0,Hearthy
549,5b40605c57c41002aa12dbbf,1,0,0,0,0,Hedge Coin Capital 
2325,5b40605c57c41002aa12e2af,1,0,1,0,0,Hedge Token
2293,5b40605c57c41002aa12e28f,1,0,0,0,0,Hedge.pro
1332,5b40605c57c41002aa12dece,1,1,1,0,0,Helbiz
464,5b40605c57c41002aa12db6a,0,0,0,0,0,HeliosCoin
2429,5b40605c57c41002aa12e317,1,0,0,0,0,HelloGold Foundation
2000,5b40605c57c41002aa12e16a,1,0,0,0,0,Herby
1355,5b40605c57c41002aa12dee5,1,0,0,0,0,Hero Token
2233,5b40605c57c41002aa12e253,1,0,0,0,0,Hextracoin 
1265,5b40605c57c41002aa12de8b,1,0,0,0,0,Hicky
206,5b40605c57c41002aa12da68,1,0,0,0,0,High Definition Exchange
1851,5b40605c57c41002aa12e0d5,1,0,0,0,0,HighCastle
822,5b40605c57c41002aa12dcd0,1,0,0,0,0,HighIoT
761,5b40605c57c41002aa12dc93,1,0,0,0,0,HireGo
1486,5b40605c57c41002aa12df68,1,1,1,0,0,HireMatch
164,5b40605c57c41002aa12da3e,1,0,0,0,0,Hive Power
2547,5b40605d57c41002aa12e38d,1,1,1,1,0,Hive Project
1220,5b40605c57c41002aa12de5e,1,0,0,0,0,HoToKeN
533,5b40605c57c41002aa12dbaf,1,0,0,0,0,Holdvest
894,5b40605c57c41002aa12dd18,1,1,1,0,0,Holo
1979,5b40605c57c41002aa12e155,1,0,0,0,0,HolyCoin
109,5b40605c57c41002aa12da07,1,0,0,0,0,HomeMine
2219,5b40605c57c41002aa12e245,1,0,0,0,0,HomeToken
1828,5b40605c57c41002aa12e0be,1,0,0,0,0,Homni
1964,5b40605c57c41002aa12e146,1,0,0,0,0,Honestis.Network
1605,5b40605c57c41002aa12dfdf,1,0,0,0,0,Honor
2143,5b40605c57c41002aa12e1f9,1,0,0,0,0,Hope Token
803,5b40605c57c41002aa12dcbd,1,0,0,0,0,Horizon Communications
2318,5b40605c57c41002aa12e2a8,1,0,0,0,0,Horizon State
2331,5b40605c57c41002aa12e2b5,1,0,0,0,0,Horyzon
96,5b40605c57c41002aa12d9fa,1,0,0,0,0,HostCoin
2453,5b40605c57c41002aa12e32f,1,0,0,0,0,HotelCoin
588,5b40605c57c41002aa12dbe6,1,0,0,0,0,Howdoo 
421,5b40605c57c41002aa12db3f,0,0,0,0,0,Hubezoo
1984,5b40605c57c41002aa12e15a,1,0,0,0,0,Human Discovery Platform
2609,5b40605d57c41002aa12e3cb,1,1,1,1,0,Humaniq
309,5b40605c57c41002aa12dacf,0,0,0,0,0,HumanixR
2535,5b40605c57c41002aa12e381,1,0,0,0,0,Hungry Panda Coin
102,5b40605c57c41002aa12da00,1,0,0,0,0,Hupplat
1668,5b40605c57c41002aa12e01e,1,1,1,0,0,Hurify
157,5b40605c57c41002aa12da37,1,0,1,0,0,HydroMiner
351,5b40605c57c41002aa12daf9,0,0,0,0,0,HyperX
2145,5b40605c57c41002aa12e1fb,1,0,0,0,0,I am
463,5b40605c57c41002aa12db69,0,0,0,0,0,I'm Aero
318,5b40605c57c41002aa12dad8,0,0,0,0,0,IAC AutoUnit
695,5b40605c57c41002aa12dc51,1,0,0,0,0,IAMHERO 
2039,5b40605c57c41002aa12e191,1,0,0,0,0,IC3 Cubes
916,5b40605c57c41002aa12dd2e,1,0,0,0,0,ICO HeadStart
438,5b40605c57c41002aa12db50,0,0,0,0,0,ICO Rocket
2097,5b40605c57c41002aa12e1cb,1,1,0,1,0,ICON
617,5b40605c57c41002aa12dc03,1,0,0,0,0,ICONIQ LAB
2639,5b40605d57c41002aa12e3e9,1,1,1,1,0,ICONOMI
2475,5b40605c57c41002aa12e345,1,1,0,1,0,ICOS
627,5b40605c57c41002aa12dc0d,1,0,0,0,0,ICOStart
661,5b40605c57c41002aa12dc2f,1,0,0,0,0,ICloudSec
144,5b40605c57c41002aa12da2a,1,0,0,0,0,ID Technology
853,5b40605c57c41002aa12dcef,1,0,0,0,0,IDOM
1110,5b40605c57c41002aa12ddf0,1,0,0,1,0,IHT Real Estate Protocol
965,5b40605c57c41002aa12dd5f,1,0,0,0,0,IIOTTEL
1917,5b40605c57c41002aa12e117,1,0,1,0,0,ILCoin
2190,5b40605c57c41002aa12e228,1,0,1,0,0,IMMLA
1534,5b40605c57c41002aa12df98,1,0,0,0,0,IMMORTAL COIN
1122,5b40605c57c41002aa12ddfc,1,0,0,0,0,INCOREUM
2492,5b40605c57c41002aa12e356,1,0,1,0,0,INDORSE
1544,5b40605c57c41002aa12dfa2,1,0,0,0,0,INGENICIEL
397,5b40605c57c41002aa12db27,0,0,0,0,0,INGOT
1121,5b40605c57c41002aa12ddfb,1,0,0,0,0,INOOVI.IO
1843,5b40605c57c41002aa12e0cd,1,1,1,1,0,INS Ecosystem
640,5b40605c57c41002aa12dc1a,1,0,0,0,0,INSPEM
2531,5b40605c57c41002aa12e37d,1,0,0,0,0,INTELLIUM
84,5b40605c57c41002aa12d9ee,1,0,0,0,0,INTIVA HEALTH
347,5b40605c57c41002aa12daf5,0,0,0,0,0,INTRO
1322,5b40605c57c41002aa12dec4,1,0,0,0,0,IP Sharing Exchange
78,5b40605c57c41002aa12d9e8,1,0,0,0,0,IP.Gold
1277,5b40605c57c41002aa12de97,1,0,0,0,0,IQeon
170,5b40605c57c41002aa12da44,1,0,0,0,0,ITOB
1575,5b40605c57c41002aa12dfc1,1,0,0,0,0,ITitanium Coin
1563,5b40605c57c41002aa12dfb5,1,0,0,0,0,IUNGO Network
831,5b40605c57c41002aa12dcd9,1,0,0,0,0,IZX
140,5b40605c57c41002aa12da26,1,0,0,0,0,Iagon
666,5b40605c57c41002aa12dc34,1,0,1,0,0,Ice Rock Mining
440,5b40605c57c41002aa12db52,0,0,0,0,0,IceBreakerAR
1120,5b40605c57c41002aa12ddfa,1,0,0,0,0,Iconic Ecosystem
992,5b40605c57c41002aa12dd7a,1,0,0,0,0,IdolEnergy
2231,5b40605c57c41002aa12e251,1,0,0,0,0,Ignite Ratings
951,5b40605c57c41002aa12dd51,1,0,0,0,0,Illum
474,5b40605c57c41002aa12db74,0,0,0,0,0,Imigize
2461,5b40605c57c41002aa12e337,1,0,0,0,0,Impak
1859,5b40605c57c41002aa12e0dd,1,0,0,0,0,Imprinta
2629,5b40605d57c41002aa12e3df,1,1,1,1,0,Incent
2632,5b40605d57c41002aa12e3e2,1,0,0,0,0,Inchain
428,5b40605c57c41002aa12db46,0,0,0,0,0,Incremint.io
199,5b40605c57c41002aa12da61,1,0,0,0,0,IndiaStocksCoin
2238,5b40605c57c41002aa12e258,1,1,1,0,0,Indicoin
1082,5b40605c57c41002aa12ddd4,1,0,0,0,0,Indigo DMA
2008,5b40605c57c41002aa12e172,1,0,0,0,0,Indigo Racing
120,5b40605c57c41002aa12da12,1,0,0,0,0,Industria
1160,5b40605c57c41002aa12de22,1,0,0,0,0,Infinitum Coin
1299,5b40605c57c41002aa12dead,1,1,0,0,0,Influence Chain
1086,5b40605c57c41002aa12ddd8,0,0,0,0,0,Initial Nothing Offering
2004,5b40605c57c41002aa12e16e,1,0,0,0,0,Ink Labs Foundation
447,5b40605c57c41002aa12db59,0,0,0,0,0,Inpactor
1988,5b40605c57c41002aa12e15e,1,0,0,0,0,Inspeer
1536,5b40605c57c41002aa12df9a,1,0,0,0,0,InsurePal 
2562,5b40605d57c41002aa12e39c,1,0,0,0,0,InsureX
2420,5b40605c57c41002aa12e30e,1,0,0,0,0,Integrative Wallet Token
958,5b40605c57c41002aa12dd58,1,0,0,0,0,Intelligent Manufacturing Chain
316,5b40605c57c41002aa12dad6,0,0,0,0,0,International Auto Club
2590,5b40605d57c41002aa12e3b8,1,0,0,0,0,Internet of Coins
2427,5b40605c57c41002aa12e315,1,1,1,0,0,Internxt
454,5b40605c57c41002aa12db60,0,0,0,0,0,Invest
1853,5b40605c57c41002aa12e0d7,1,0,0,0,0,Investy
616,5b40605c57c41002aa12dc02,1,0,0,0,0,Invictus Hyperion Fund
214,5b40605c57c41002aa12da70,1,0,0,0,0,Involve
750,5b40605c57c41002aa12dc88,1,0,0,0,0,Invox Finance Token Sale
1689,5b40605c57c41002aa12e033,1,0,0,0,0,IronBlock
1063,5b40605c57c41002aa12ddc1,1,0,0,0,0,Iryo
1515,5b40605c57c41002aa12df85,1,0,0,0,0,Islam Coin
219,5b40605c57c41002aa12da75,1,0,0,0,0,JCOIN
2135,5b40605c57c41002aa12e1f1,1,0,0,0,0,Javvy 
2189,5b40605c57c41002aa12e227,1,0,0,0,0,Jelurida
1825,5b40605c57c41002aa12e0bb,1,1,0,1,0,Jibrel Network
1555,5b40605c57c41002aa12dfad,1,0,1,0,0,Jincor
1037,5b40605c57c41002aa12dda7,1,0,0,0,0,Jizzcoins
1531,5b40605c57c41002aa12df95,1,0,0,0,0,Jobeum
789,5b40605c57c41002aa12dcaf,1,0,0,0,0,Joint Ventures
1168,5b40605c57c41002aa12de2a,1,0,1,0,0,JoyToken
1505,5b40605c57c41002aa12df7b,1,0,0,0,0,Jury.Online
1627,5b40605c57c41002aa12dff5,1,0,0,0,0,Jyli
2232,5b40605c57c41002aa12e252,1,0,0,0,0,KAICOIN
1175,5b40605c57c41002aa12de31,1,0,0,0,0,KALICOIN
877,5b40605c57c41002aa12dd07,1,0,0,0,0,KELTA
2467,5b40605c57c41002aa12e33d,1,0,0,0,0,KICKICO
348,5b40605c57c41002aa12daf6,0,0,0,0,0,KINEKT
2537,5b40605c57c41002aa12e383,1,0,0,0,0,KNOWS
1968,5b40605c57c41002aa12e14a,1,0,0,0,0,KR8OS
1522,5b40605c57c41002aa12df8c,1,0,0,0,0,KStarCoin 
2155,5b40605c57c41002aa12e205,1,0,0,0,0,KUBERA
2555,5b40605d57c41002aa12e395,1,0,0,0,0,KUNA
1309,5b40605c57c41002aa12deb7,1,0,1,0,0,KWHCoin
1080,5b40605c57c41002aa12ddd2,1,0,0,0,0,KYC.LEGAL
596,5b40605c57c41002aa12dbee,1,0,0,0,0,Kaching
1382,5b40605c57c41002aa12df00,1,0,0,0,0,KahnChat
194,5b40605c57c41002aa12da5c,1,0,0,0,0,Kakushin
1148,5b40605c57c41002aa12de16,1,0,0,0,0,Kala Token
2462,5b40605c57c41002aa12e338,0,0,0,0,0,Karbon
2024,5b40605c57c41002aa12e182,1,1,1,1,0,Karma
2234,5b40605c57c41002aa12e254,1,0,0,0,0,Karma Network
334,5b40605c57c41002aa12dae8,0,0,0,0,0,Kasko2go
2280,5b40605c57c41002aa12e282,1,0,0,0,0,KeY Token
1676,5b40605c57c41002aa12e026,1,0,0,0,0,KeepPet
817,5b40605c57c41002aa12dccb,1,0,0,0,0,KeepSafePay
301,5b40605c57c41002aa12dac7,0,0,0,0,0,Kepler Technologies
196,5b40605c57c41002aa12da5e,1,0,0,0,0,Keplertek
2339,5b40605c57c41002aa12e2bd,1,0,1,0,0,KexCoin
1094,5b40605c57c41002aa12dde0,1,0,0,0,0,KickCity
781,5b40605c57c41002aa12dca7,1,0,0,0,0,Kijash
64,5b40605c57c41002aa12d9da,1,0,0,0,0,Kimera
2172,5b40605c57c41002aa12e216,1,0,0,0,0,Kitchan 
2154,5b40605c57c41002aa12e204,1,0,0,0,0,Kitex
1165,5b40605c57c41002aa12de27,1,0,0,0,0,Kitkattt Coin
1073,5b40605c57c41002aa12ddcb,1,0,0,0,0,Kleos
1044,5b40605c57c41002aa12ddae,1,0,0,0,0,Knowledge
790,5b40605c57c41002aa12dcb0,1,0,0,0,0,Koios
2633,5b40605d57c41002aa12e3e3,1,1,1,1,0,Komodo
914,5b40605c57c41002aa12dd2c,1,0,0,0,0,Kora Network 
107,5b40605c57c41002aa12da05,1,0,0,0,0,Korona Coin
1727,5b40605c57c41002aa12e059,1,0,0,0,0,KredX
1463,5b40605c57c41002aa12df51,1,0,0,0,0,Krios
142,5b40605c57c41002aa12da28,1,0,0,0,0,Kvantor
2362,5b40605c57c41002aa12e2d4,1,1,1,1,0,LAToken
2305,5b40605c57c41002aa12e29b,1,0,0,0,0,LEAP
1193,5b40605c57c41002aa12de43,1,0,0,0,0,LET BET
1785,5b40605c57c41002aa12e093,1,0,0,0,0,LH-Crypto
446,5b40605c57c41002aa12db58,0,0,0,0,0,LICERIO
1615,5b40605c57c41002aa12dfe9,1,0,0,0,0,LIGHTYEARS
536,5b40605c57c41002aa12dbb2,1,0,1,0,0,LIQUID
1786,5b40605c57c41002aa12e094,1,0,0,0,0,LIVE SHOW
1091,5b40605c57c41002aa12dddd,1,0,0,0,0,LIVETREE ADEPT
514,5b40605c57c41002aa12db9c,0,0,0,0,0,LNCH
1126,5b40605c57c41002aa12de00,1,0,0,0,0,LOVE Token
1703,5b40605c57c41002aa12e041,1,1,1,0,0,LOYALCOIN
1549,5b40605c57c41002aa12dfa7,1,0,0,0,0,LUST
2439,5b40605c57c41002aa12e321,1,0,0,0,0,LUXICO
118,5b40605c57c41002aa12da10,1,0,0,0,0,LabStart
1498,5b40605c57c41002aa12df74,1,0,1,0,0,Labrys
2202,5b40605c57c41002aa12e234,1,0,1,0,0,LakeBanker
1201,5b40605c57c41002aa12de4b,1,0,0,0,0,Lambda
2040,5b40605c57c41002aa12e192,1,1,0,1,0,Lamden
350,5b40605c57c41002aa12daf8,0,0,0,0,0,Lamp Education
2536,5b40605c57c41002aa12e382,1,1,1,0,0,Lampix
734,5b40605c57c41002aa12dc78,1,0,0,0,0,LanceChain
136,5b40605c57c41002aa12da22,1,0,0,0,0,Lancer Network
736,5b40605c57c41002aa12dc7a,1,0,0,0,0,Land Transport Industry
966,5b40605c57c41002aa12dd60,1,1,0,0,0,Landcoin
2029,5b40605c57c41002aa12e187,1,0,0,0,0,LangPie
2438,5b40605c57c41002aa12e320,1,0,0,0,0,LastWill
808,5b40605c57c41002aa12dcc2,1,0,0,0,0,Lavenir
1292,5b40605c57c41002aa12dea6,1,1,1,0,0,LeadCoin
509,5b40605c57c41002aa12db97,0,0,0,0,0,Leap With Alice
950,5b40605c57c41002aa12dd50,1,0,0,0,0,LegacyLotto
1755,5b40605c57c41002aa12e075,1,0,0,0,0,Legal Machinery
2018,5b40605c57c41002aa12e17c,1,0,0,0,0,LendingStar
935,5b40605c57c41002aa12dd41,1,1,1,0,0,Lendingblock
1132,5b40605c57c41002aa12de06,1,0,0,0,0,Lendium.tech
1692,5b40605c57c41002aa12e036,1,0,1,0,0,Lendoit
1226,5b40605c57c41002aa12de64,1,0,0,0,0,Lendroid
389,5b40605c57c41002aa12db1f,0,0,0,0,0,Leonardian
1893,5b40605c57c41002aa12e0ff,1,0,0,0,0,Lescoin
967,5b40605c57c41002aa12dd61,1,0,0,0,0,Lescovex
60,5b40605c57c41002aa12d9d6,1,0,0,0,0,LetItPlay
12,5b40605c57c41002aa12d9a6,1,0,0,0,0,LevelNet
636,5b40605c57c41002aa12dc16,1,0,0,0,0,Leverage Platform
1992,5b40605c57c41002aa12e162,1,1,1,0,0,Leverj
2336,5b40605c57c41002aa12e2ba,1,0,0,0,0,Lewt
1541,5b40605c57c41002aa12df9f,1,0,0,0,0,LibLob
57,5b40605c57c41002aa12d9d3,1,0,0,0,0,LibertyLance
183,5b40605c57c41002aa12da51,1,0,0,0,0,Libidocoin
1715,5b40605c57c41002aa12e04d,1,0,0,0,0,Librium
713,5b40605c57c41002aa12dc63,1,0,1,0,0,LigerCoin
291,5b40605c57c41002aa12dabd,0,0,0,0,0,LightBitAtom
1030,5b40605c57c41002aa12dda0,1,0,0,0,0,Lightcash
79,5b40605c57c41002aa12d9e9,1,0,0,0,0,Ligo
2285,5b40605c57c41002aa12e287,1,0,0,0,0,Like
638,5b40605c57c41002aa12dc18,1,0,0,0,0,LikeCoin
1070,5b40605c57c41002aa12ddc8,1,0,0,0,0,Linda Healthcare
1770,5b40605c57c41002aa12e084,1,1,1,1,0,Linker Coin
1171,5b40605c57c41002aa12de2d,1,0,0,0,0,Lite Eco Ledger Elements
483,5b40605c57c41002aa12db7d,0,0,0,0,0,Litenett
2402,5b40605c57c41002aa12e2fc,1,0,0,0,0,Litra Coin
2295,5b40605c57c41002aa12e291,1,1,1,0,0,Live Stars
1255,5b40605c57c41002aa12de81,1,0,0,0,0,LiveContracts
1610,5b40605c57c41002aa12dfe4,1,0,0,0,0,LiveEdu 
1328,5b40605c57c41002aa12deca,1,0,0,0,0,Livecoin Gold
778,5b40605c57c41002aa12dca4,1,0,0,0,0,LivingOffset
1944,5b40605c57c41002aa12e132,1,0,0,0,0,LoanBit
490,5b40605c57c41002aa12db84,0,0,0,0,0,Loandex
50,5b40605c57c41002aa12d9cc,1,0,1,0,0,LocalCoinSwap
2244,5b40605c57c41002aa12e25e,1,0,0,0,0,Loci
317,5b40605c57c41002aa12dad7,0,0,0,0,0,London Football Exchange
